,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
830,2020-10-20,ABC,Roulette,Roulette,301,840,372,2448,210.0,11063,12,4.5191993464052285
831,2020-10-19,ABC,Roulette,Roulette,205,2499,1541,2160,624.75,896,16,0.4148148148148148
832,2020-10-21,ABC,Roulette,Roulette,313,1488,663,704,372.0,-4028,8,-5.721590909090909
833,2020-11-18,ABC,Roulette,Roulette,655,3978,781,276,994.5,20184,2,73.1304347826087
834,2020-10-16,ABC,Roulette,Roulette,313,2576,1008,1035,644.0,-1656,23,-1.6
835,2020-10-21,ABC,Roulette,Roulette,205,872,1054,4505,218.0,-16900,17,-3.7513873473917867
836,2020-10-25,ABC,Roulette,Roulette,851,5607,855,960,1401.75,-16940,16,-17.645833333333332
837,2020-10-18,ABC,Roulette,Roulette,301,4158,1656,2816,1039.5,-8900,16,-3.1605113636363638
838,2020-10-08,ABC,Roulette,Roulette,301,1254,1218,578,313.5,-3304,17,-5.716262975778546
839,2020-11-03,ABC,Roulette,Roulette,655,251,1088,3300,62.75,-13904,20,-4.213333333333333
840,2020-11-21,ABC,Roulette,Roulette,301,2442,1562,4945,610.5,15962,23,3.227906976744186
841,2020-10-20,ABC,Roulette,Roulette,205,167,660,3300,41.75,14220,20,4.3090909090909095
842,2020-11-02,ABC,Roulette,Roulette,301,0,816,276,104.0,2044,2,7.405797101449275
843,2020-10-09,ABC,Roulette,Roulette,209,3059,1380,3795,764.75,12563,23,3.3104084321475624
844,2020-11-01,ABC,Roulette,Roulette,313,4176,1320,1989,1044.0,11260,17,5.661136249371544
845,2020-10-07,ABC,Roulette,Roulette,655,1792,512,1944,448.0,-300,18,-0.15432098765432098
846,2020-10-17,ABC,Roulette,Roulette,313,5032,940,3496,1258.0,529,23,0.1513157894736842
847,2020-10-12,ABC,Roulette,Roulette,205,4440,740,1380,1110.0,-1632,10,-1.182608695652174
848,2020-10-22,ABC,Roulette,Roulette,205,5453,288,90,1363.25,-4530,1,-50.333333333333336
849,2020-11-14,ABC,Roulette,Roulette,301,2928,1026,864,732.0,1254,18,1.4513888888888888
850,2020-10-30,ABC,Roulette,Roulette,301,5400,1314,440,1350.0,3454,20,7.85
851,2020-11-03,ABC,Roulette,Roulette,205,3806,975,2046,951.5,4090,22,1.9990224828934506
852,2020-11-09,ABC,Roulette,Roulette,209,480,1480,1200,120.0,4764,15,3.97
853,2020-10-31,ABC,Roulette,Roulette,205,3888,1000,3300,972.0,6246,20,1.8927272727272728
854,2020-11-10,ABC,Roulette,Roulette,301,1272,1512,2376,318.0,10506,22,4.421717171717172
855,2020-10-10,ABC,Roulette,Roulette,301,4738,1491,3465,1184.5,-15168,21,-4.377489177489178
856,2020-11-20,ABC,Roulette,Roulette,209,2667,1273,456,666.75,6596,19,14.464912280701755
857,2020-10-30,ABC,Roulette,Roulette,857,3870,1320,2880,967.5,-13680,16,-4.75
858,2020-11-01,ABC,Roulette,Roulette,655,4968,1584,1725,1242.0,8000,23,4.63768115942029
859,2020-10-05,ABC,Roulette,Roulette,205,5796,110,0,1449.0,0,0,
860,2020-10-20,ABC,Roulette,Roulette,655,4669,318,864,1167.25,-1026,8,-1.1875
861,2020-10-27,ABC,Roulette,Roulette,205,2151,483,1512,537.75,4114,9,2.7208994708994707
862,2020-10-16,ABC,Roulette,Roulette,655,4199,936,2816,1049.75,6840,16,2.428977272727273
863,2020-10-02,ABC,Roulette,Roulette,313,2982,1426,2109,745.5,17227,19,8.1683262209578
864,2020-10-24,ABC,Roulette,Roulette,205,1854,1122,2052,463.5,-12863,19,-6.268518518518518
865,2020-10-11,ABC,Roulette,Roulette,205,2664,1608,620,666.0,11951,20,19.275806451612905
866,2020-10-24,ABC,Roulette,Roulette,655,4494,1704,1386,1123.5,-10146,21,-7.32034632034632
867,2020-11-12,ABC,Roulette,Roulette,313,271,737,1224,67.75,24,8,0.0196078431372549
868,2020-11-18,ABC,Roulette,Roulette,313,656,1184,945,164.0,-11520,21,-12.19047619047619
869,2020-11-09,ABC,Roulette,Roulette,313,4845,1407,1740,1211.25,10540,12,6.057471264367816
870,2020-11-08,ABC,Roulette,Roulette,655,3408,1152,798,852.0,2451,19,3.0714285714285716
871,2020-11-17,ABC,Roulette,Roulette,301,4220,945,165,1055.0,48,3,0.2909090909090909
872,2020-11-06,ABC,Roulette,Roulette,313,5500,1224,992,1375.0,6321,16,6.371975806451613
873,2020-11-08,ABC,Roulette,Roulette,313,4560,1323,2448,1140.0,6290,16,2.5694444444444446
874,2020-10-10,ABC,Roulette,Roulette,205,4809,1224,2052,1202.25,-12075,19,-5.8845029239766085
875,2020-10-30,ABC,Roulette,Roulette,313,3520,1518,3936,880.0,-19656,24,-4.9939024390243905
876,2020-10-05,ABC,Roulette,Roulette,209,5922,290,4050,1480.5,1064,18,0.26271604938271603
877,2020-11-04,ABC,Roulette,Roulette,301,265,455,164,66.25,-12121,2,-73.90853658536585
878,2020-10-02,ABC,Roulette,Roulette,851,5180,1273,1173,1295.0,20811,23,17.74168797953964
879,2020-10-25,ABC,Roulette,Roulette,205,2125,1272,2024,531.25,-1776,23,-0.8774703557312253
880,2020-11-16,ABC,Roulette,Roulette,655,2288,686,3243,572.0,4455,23,1.37372802960222
881,2020-11-20,ABC,Roulette,Roulette,313,2295,799,2160,573.75,3096,24,1.4333333333333333
882,2020-11-01,ABC,Roulette,Roulette,209,3120,1342,4452,780.0,19366,21,4.349955076370171
883,2020-11-13,ABC,Roulette,Roulette,205,1616,1008,989,404.0,-15600,23,-15.773508594539939
884,2020-10-08,ABC,Roulette,Roulette,655,3776,680,3456,944.0,-6528,16,-1.8888888888888888
885,2020-11-05,ABC,Roulette,Roulette,655,1071,1200,1118,267.75,-34,13,-0.03041144901610018
886,2020-10-04,ABC,Roulette,Roulette,857,4828,1184,2772,1207.0,9760,22,3.520923520923521
887,2020-10-17,ABC,Roulette,Roulette,205,6187,1540,480,1546.75,-7590,24,-15.8125
888,2020-10-16,ABC,Roulette,Roulette,857,3136,1311,2288,784.0,-4320,22,-1.8881118881118881
889,2020-11-06,ABC,Roulette,Roulette,655,2064,752,4400,516.0,-10076,20,-2.29
890,2020-10-24,ABC,Roulette,Roulette,209,2354,1008,1188,588.5,-5605,22,-4.718013468013468
891,2020-10-02,ABC,Roulette,Roulette,857,3500,1040,1584,875.0,-8551,22,-5.398358585858586
892,2020-11-14,ABC,Roulette,Roulette,205,2354,1088,5520,588.5,-16233,23,-2.940760869565217
893,2020-10-11,ABC,Roulette,Roulette,857,3322,850,2850,830.5,-7820,19,-2.743859649122807
894,2020-11-12,ABC,Roulette,Roulette,209,6696,1518,954,1674.0,-10231,9,-10.724318658280922
895,2020-10-23,ABC,Roulette,Roulette,313,3819,1386,544,954.75,1729,16,3.1783088235294117
896,2020-10-13,ABC,Roulette,Roulette,655,2568,1102,1610,642.0,-2565,14,-1.593167701863354
897,2020-10-22,ABC,Roulette,Roulette,655,1955,910,1690,488.75,885,13,0.5236686390532544
898,2020-10-21,ABC,Roulette,Roulette,655,2849,1242,546,712.25,-2493,14,-4.565934065934066
899,2020-11-18,ABC,Roulette,Roulette,301,2397,66,1274,599.25,7812,13,6.131868131868132
900,2020-10-02,ABC,Roulette,Roulette,812,2992,1254,2520,748.0,5940,21,2.357142857142857
901,2020-11-01,ABC,Roulette,Roulette,205,5100,966,4128,1275.0,-18816,24,-4.558139534883721
902,2020-10-07,ABC,Roulette,Roulette,313,4318,1403,550,1079.5,-10494,5,-19.08
903,2020-10-24,ABC,Roulette,Roulette,301,2964,952,722,741.0,4531,19,6.275623268698061
904,2020-10-04,ABC,Roulette,Roulette,301,4536,976,1980,1134.0,12999,20,6.565151515151515
905,2020-11-09,ABC,Roulette,Roulette,205,1400,1088,2160,350.0,-990,10,-0.4583333333333333
906,2020-10-17,ABC,Roulette,Roulette,851,5346,1120,3456,1336.5,11016,24,3.1875
907,2020-10-27,ABC,Roulette,Roulette,655,2160,676,693,540.0,-152,21,-0.21933621933621933
908,2020-10-23,ABC,Roulette,Roulette,812,1888,1235,391,472.0,7455,17,19.066496163682864
909,2020-10-25,ABC,Roulette,Roulette,209,5610,1007,3360,1402.5,13842,16,4.119642857142857
910,2020-11-03,ABC,Roulette,Roulette,313,753,75,25,188.25,-629,1,-25.16
911,2020-10-03,ABC,Roulette,Roulette,301,3243,966,2484,810.75,-10582,23,-4.260064412238325
912,2020-11-14,ABC,Roulette,Roulette,209,6003,1350,1296,1500.75,2576,16,1.9876543209876543
913,2020-10-27,ABC,Roulette,Roulette,313,2192,1166,1836,548.0,357,9,0.19444444444444445
914,2020-10-12,ABC,Roulette,Roulette,812,2380,912,1656,595.0,-14433,18,-8.715579710144928
915,2020-11-11,ABC,Roulette,Roulette,655,1827,1071,4410,456.75,-3288,18,-0.745578231292517
916,2020-11-13,ABC,Roulette,Roulette,313,3230,1311,4180,807.5,-7888,19,-1.8870813397129187
917,2020-11-04,ABC,Roulette,Roulette,655,1120,1365,516,280.0,11040,6,21.3953488372093
918,2020-10-03,ABC,Roulette,Roulette,655,4100,1449,665,1025.0,-9482,19,-14.258646616541354
919,2020-10-06,ABC,Roulette,Roulette,301,1180,994,192,295.0,-1632,6,-8.5
920,2020-10-12,ABC,Roulette,Roulette,301,0,1260,1288,994.0,-5168,7,-4.012422360248447
921,2020-10-30,ABC,Roulette,Roulette,205,4700,1127,576,1175.0,-6180,24,-10.729166666666666
922,2020-10-15,ABC,Roulette,Roulette,209,5240,96,783,1310.0,8190,9,10.459770114942529
923,2020-10-30,ABC,Roulette,Roulette,209,5566,1242,2052,1391.5,-12400,19,-6.042884990253412
924,2020-10-03,ABC,Roulette,Roulette,313,4807,1102,2052,1201.75,-13860,19,-6.754385964912281
925,2020-10-02,ABC,Roulette,Roulette,209,4392,1100,3648,1098.0,-5632,19,-1.543859649122807
926,2020-10-06,ABC,Roulette,Roulette,209,1918,245,1364,479.5,-4438,11,-3.2536656891495603
927,2020-10-24,ABC,Roulette,Roulette,851,2583,1034,1680,645.75,3990,16,2.375
928,2020-11-07,ABC,Roulette,Roulette,812,5400,1121,1892,1350.0,-18576,22,-9.818181818181818
929,2020-11-02,ABC,Roulette,Roulette,655,1560,1265,150,390.0,-19435,2,-129.56666666666666
930,2020-10-01,ABC,Roulette,Roulette,205,2394,414,504,598.5,-1040,6,-2.0634920634920637
931,2020-10-14,ABC,Roulette,Roulette,301,1611,660,2850,402.75,-1988,19,-0.6975438596491228
932,2020-10-09,ABC,Roulette,Roulette,857,6116,1232,3384,1529.0,16863,18,4.983156028368795
933,2020-11-07,ABC,Roulette,Roulette,655,5060,1472,2500,1265.0,10234,20,4.0936
934,2020-10-15,ABC,Roulette,Roulette,655,4580,690,1656,1145.0,5720,23,3.4541062801932365
935,2020-10-07,ABC,Roulette,Roulette,301,4715,1040,6210,1178.75,-11072,23,-1.7829307568438004
936,2020-10-16,ABC,Roulette,Roulette,812,4536,1003,3332,1134.0,2652,17,0.7959183673469388
937,2020-10-31,ABC,Roulette,Roulette,209,3995,1100,1944,998.75,7659,18,3.939814814814815
938,2020-11-20,ABC,Roulette,Roulette,857,4160,1800,3168,1040.0,-10968,24,-3.462121212121212
939,2020-10-30,ABC,Roulette,Roulette,851,5817,1088,612,1454.25,14427,17,23.573529411764707
940,2020-11-15,ABC,Roulette,Roulette,655,4811,1140,2838,1202.75,-5852,22,-2.062015503875969
941,2020-10-10,ABC,Roulette,Roulette,209,6480,1278,624,1620.0,-9126,16,-14.625
942,2020-10-29,ABC,Roulette,Roulette,655,1991,296,504,497.75,16984,4,33.698412698412696
943,2020-10-23,ABC,Roulette,Roulette,851,7128,1062,1496,1782.0,20016,22,13.379679144385026
944,2020-11-16,ABC,Roulette,Roulette,205,2814,850,510,703.5,1243,17,2.437254901960784
945,2020-10-28,ABC,Roulette,Roulette,301,1148,728,2925,287.0,3320,15,1.135042735042735
946,2020-10-17,ABC,Roulette,Roulette,301,2952,1176,594,738.0,10971,18,18.46969696969697
947,2020-10-16,ABC,Roulette,Roulette,851,2771,1122,567,692.75,11457,21,20.206349206349206
948,2020-11-19,ABC,Roulette,Roulette,301,1474,1037,135,368.5,3960,1,29.333333333333332
949,2020-10-26,ABC,Roulette,Roulette,655,2992,640,1806,748.0,5112,14,2.830564784053156
950,2020-11-11,ABC,Roulette,Roulette,313,1125,1386,2184,281.25,-3366,21,-1.5412087912087913
951,2020-10-23,ABC,Roulette,Roulette,301,4218,1449,4620,1054.5,17736,21,3.838961038961039
952,2020-10-09,ABC,Roulette,Roulette,313,3366,1092,1200,841.5,-6930,24,-5.775
953,2020-10-09,ABC,Roulette,Roulette,655,3549,1120,408,887.25,-4913,17,-12.041666666666666
954,2020-10-14,ABC,Roulette,Roulette,655,2850,1125,1020,712.5,600,4,0.5882352941176471
955,2020-10-31,ABC,Roulette,Roulette,812,3400,1725,3456,850.0,1680,16,0.4861111111111111
956,2020-10-27,ABC,Roulette,Roulette,301,2178,236,2205,544.5,-6929,21,-3.142403628117914
957,2020-11-09,ABC,Roulette,Roulette,301,210,663,1470,52.5,1731,6,1.1775510204081632
958,2020-10-18,ABC,Roulette,Roulette,313,3990,1628,972,997.5,14110,18,14.516460905349794
959,2020-11-13,ABC,Roulette,Roulette,209,2080,1540,2520,520.0,7296,18,2.895238095238095
960,2020-10-28,ABC,Roulette,Roulette,313,5610,810,76,1402.5,-18744,2,-246.6315789473684
961,2020-10-16,ABC,Roulette,Roulette,209,3952,1491,960,988.0,5496,24,5.725
962,2020-10-01,ABC,Roulette,Roulette,301,2210,292,702,552.5,7799,18,11.10968660968661
963,2020-10-12,ABC,Roulette,Roulette,655,4688,1180,1980,1172.0,-4557,11,-2.3015151515151517
964,2020-11-06,ABC,Roulette,Roulette,812,3456,1080,3465,864.0,-10758,21,-3.104761904761905
965,2020-10-23,ABC,Roulette,Roulette,857,2556,1024,5520,639.0,4048,23,0.7333333333333333
966,2020-11-08,ABC,Roulette,Roulette,205,4380,1088,4750,1095.0,9560,19,2.0126315789473685
967,2020-10-31,ABC,Roulette,Roulette,301,5838,1029,1394,1459.5,-954,17,-0.6843615494978479
968,2020-10-22,ABC,Roulette,Roulette,209,3864,572,750,966.0,3428,5,4.570666666666667
969,2020-11-20,ABC,Roulette,Roulette,205,3938,1210,1539,984.5,-1050,19,-0.682261208576998
970,2020-10-08,ABC,Roulette,Roulette,313,2890,1656,408,722.5,8960,6,21.96078431372549
971,2020-10-17,ABC,Roulette,Roulette,655,2888,1704,2256,722.0,2369,24,1.0500886524822695
972,2020-11-13,ABC,Roulette,Roulette,851,5124,1407,1452,1281.0,15862,22,10.924242424242424
973,2020-11-05,ABC,Roulette,Roulette,209,1040,1452,2016,260.0,-16128,24,-8.0
974,2020-11-05,ABC,Roulette,Roulette,313,4224,94,2700,1056.0,12080,15,4.474074074074074
975,2020-10-10,ABC,Roulette,Roulette,313,5280,1495,527,1320.0,6880,17,13.055028462998102
976,2020-10-19,ABC,Roulette,Roulette,655,4824,969,636,1206.0,2968,4,4.666666666666667
977,2020-10-15,ABC,Roulette,Roulette,301,524,1078,3450,131.0,-10192,15,-2.9542028985507245
978,2020-10-13,ABC,Roulette,Roulette,209,4488,372,1215,1122.0,12720,15,10.469135802469136
979,2020-10-04,ABC,Roulette,Roulette,209,3240,1560,846,810.0,13536,18,16.0
980,2020-10-04,ABC,Roulette,Roulette,812,5880,1100,544,1470.0,-2047,16,-3.7628676470588234
981,2020-10-05,ABC,Roulette,Roulette,301,5727,1273,336,1431.75,1404,4,4.178571428571429
982,2020-10-17,ABC,Roulette,Roulette,812,2358,1037,396,589.5,7293,18,18.416666666666668
983,2020-10-25,ABC,Roulette,Roulette,857,2000,1072,943,500.0,-3690,23,-3.9130434782608696
984,2020-10-29,ABC,Roulette,Roulette,313,2340,936,1378,585.0,7752,13,5.625544267053701
985,2020-11-20,ABC,Roulette,Roulette,851,2432,1360,1530,608.0,-7760,17,-5.071895424836601
986,2020-11-21,ABC,Roulette,Roulette,205,2550,1452,2100,637.5,-12020,21,-5.723809523809524
987,2020-11-07,ABC,Roulette,Roulette,209,5560,1040,2052,1390.0,19656,19,9.578947368421053
988,2020-10-10,ABC,Roulette,Roulette,812,6003,1800,2200,1500.75,12780,22,5.8090909090909095
989,2020-11-04,ABC,Roulette,Roulette,313,1184,992,640,296.0,-4707,10,-7.3546875
990,2020-11-10,ABC,Roulette,Roulette,313,2992,1188,1350,748.0,419,6,0.31037037037037035
991,2020-11-06,ABC,Roulette,Roulette,205,3360,1491,1664,840.0,1026,16,0.6165865384615384
992,2020-11-04,ABC,Roulette,Roulette,209,1056,490,950,264.0,4644,5,4.888421052631579
993,2020-10-14,ABC,Roulette,Roulette,205,1071,888,1800,267.75,9590,24,5.3277777777777775
994,2020-10-07,ABC,Roulette,Roulette,209,6578,1248,336,1644.5,4532,7,13.488095238095237
995,2020-10-08,ABC,Roulette,Roulette,205,1932,1173,2100,483.0,-11044,21,-5.259047619047619
996,2020-10-03,ABC,Roulette,Roulette,205,3264,966,1210,816.0,9918,22,8.196694214876032
997,2020-10-05,ABC,Roulette,Roulette,655,1674,864,624,418.5,6708,4,10.75
998,2020-11-15,ABC,Roulette,Roulette,857,2976,1704,1776,744.0,-10268,16,-5.781531531531532
999,2020-10-28,ABC,Roulette,Roulette,655,2412,468,848,603.0,-5040,4,-5.943396226415095
1000,2020-10-13,ABC,Roulette,Roulette,301,1475,689,105,368.75,8472,3,80.68571428571428
1001,2020-11-06,ABC,Roulette,Roulette,301,5184,1340,2040,1296.0,-2415,20,-1.1838235294117647
1002,2020-10-13,ABC,Roulette,Roulette,313,5523,1281,5040,1380.75,-16258,24,-3.225793650793651
1003,2020-11-13,ABC,Roulette,Roulette,812,6204,1254,704,1551.0,4284,22,6.0852272727272725
1004,2020-10-28,ABC,Roulette,Roulette,205,4290,1040,1128,1072.5,9048,24,8.02127659574468
1005,2020-10-11,ABC,Roulette,Roulette,655,3129,1584,3690,782.25,14091,18,3.81869918699187
1006,2020-10-09,ABC,Roulette,Roulette,301,2682,1100,726,670.5,-9144,22,-12.59504132231405
1007,2020-10-10,ABC,Roulette,Roulette,857,3912,1380,1728,978.0,9396,18,5.4375
1008,2020-11-07,ABC,Roulette,Roulette,205,3774,893,700,943.5,19800,20,28.285714285714285
1009,2020-10-26,ABC,Roulette,Roulette,205,0,882,676,2470.0,18430,13,27.263313609467456
1010,2020-10-10,ABC,Roulette,Roulette,655,3978,893,2720,994.5,14320,17,5.264705882352941
1011,2020-11-20,ABC,Roulette,Roulette,812,4454,1752,2116,1113.5,3116,23,1.4725897920604916
1012,2020-10-26,ABC,Roulette,Roulette,313,3654,1292,825,913.5,-1744,3,-2.113939393939394
1013,2020-11-17,ABC,Roulette,Roulette,205,0,960,2350,510.0,-7780,10,-3.3106382978723405
1014,2020-10-03,ABC,Roulette,Roulette,812,3486,900,2970,871.5,-18018,18,-6.066666666666666
1015,2020-11-01,ABC,Roulette,Roulette,857,5472,1242,2160,1368.0,-14064,18,-6.511111111111111
1016,2020-11-01,ABC,Roulette,Roulette,301,1870,1403,3888,467.5,-10224,24,-2.6296296296296298
1017,2020-11-14,ABC,Roulette,Roulette,313,4626,1121,5088,1156.5,5300,24,1.0416666666666667
1018,2020-10-01,ABC,Roulette,Roulette,313,2783,730,420,695.75,-2100,3,-5.0
1019,2020-11-15,ABC,Roulette,Roulette,313,3360,1134,2898,840.0,8992,23,3.102829537612146
1020,2020-11-15,ABC,Roulette,Roulette,209,3800,1387,2730,950.0,12580,21,4.608058608058608
1021,2020-11-05,ABC,Roulette,Roulette,301,5082,1518,0,1270.5,8860,0,inf
1022,2020-11-18,ABC,Roulette,Roulette,205,4896,549,5060,1224.0,9000,23,1.7786561264822134
1023,2020-10-04,ABC,Roulette,Roulette,655,2369,1056,5184,592.25,-7130,24,-1.3753858024691359
1024,2020-11-12,ABC,Roulette,Roulette,655,872,427,1248,218.0,12558,12,10.0625
1025,2020-10-31,ABC,Roulette,Roulette,313,2583,1488,3956,645.75,11784,23,2.978766430738119
1026,2020-10-18,ABC,Roulette,Roulette,205,2970,1113,1863,742.5,6325,23,3.3950617283950617
1027,2020-10-11,ABC,Roulette,Roulette,209,2740,1541,1260,685.0,6532,20,5.184126984126984
1028,2020-10-21,ABC,Roulette,Roulette,301,1450,1449,1575,362.5,-8508,15,-5.4019047619047615
1029,2020-11-10,ABC,Roulette,Roulette,655,665,450,2880,166.25,-5978,24,-2.0756944444444443
1030,2020-11-07,ABC,Roulette,Roulette,301,3632,1265,1836,908.0,17980,17,9.793028322440087
1031,2020-10-04,ABC,Roulette,Roulette,205,5064,1173,1296,1266.0,-2574,24,-1.9861111111111112
1032,2020-10-06,ABC,Roulette,Roulette,313,2608,1196,3381,652.0,15820,23,4.679089026915114
1033,2020-11-15,ABC,Roulette,Roulette,205,2451,901,1248,612.75,-12180,24,-9.759615384615385
1034,2020-10-09,ABC,Roulette,Roulette,205,4246,928,3885,1061.5,10659,21,2.7436293436293435
1035,2020-10-23,ABC,Roulette,Roulette,655,2520,1168,1638,630.0,20460,21,12.49084249084249
1036,2020-10-15,ABC,Roulette,Roulette,205,3822,624,328,955.5,18943,4,57.7530487804878
1037,2020-10-09,ABC,Roulette,Roulette,812,4626,1752,3008,1156.5,-15246,16,-5.068484042553192
1038,2020-11-02,ABC,Roulette,Roulette,205,2212,470,1760,553.0,1125,22,0.6392045454545454
1039,2020-10-16,ABC,Roulette,Roulette,205,3434,1288,528,858.5,-4160,22,-7.878787878787879
1040,2020-11-12,ABC,Roulette,Roulette,301,1989,1628,380,497.25,-1338,5,-3.5210526315789474
1041,2020-10-24,ABC,Roulette,Roulette,313,6532,1026,2142,1633.0,3230,21,1.507936507936508
1042,2020-10-23,ABC,Roulette,Roulette,209,3335,1480,2499,833.75,3388,17,1.3557422969187676
1043,2020-11-17,ABC,Roulette,Roulette,655,2461,276,2850,615.25,16896,15,5.928421052631579
1044,2020-10-30,ABC,Roulette,Roulette,812,3760,1100,2960,940.0,4728,16,1.5972972972972972
1045,2020-10-22,ABC,Roulette,Roulette,313,1092,1702,308,273.0,-12528,7,-40.675324675324674
1046,2020-11-15,ABC,Roulette,Roulette,812,4584,1302,736,1146.0,-14560,16,-19.782608695652176
1047,2020-10-20,ABC,Roulette,Roulette,313,1584,330,525,396.0,-17560,15,-33.44761904761905
1048,2020-11-11,ABC,Roulette,Roulette,301,3598,882,168,899.5,-10897,1,-64.86309523809524
1049,2020-11-11,ABC,Roulette,Roulette,205,5632,826,480,1408.0,-582,10,-1.2125
1050,2020-10-03,ABC,Roulette,Roulette,209,2898,901,2754,724.5,14552,17,5.283950617283951
1051,2020-10-14,ABC,Roulette,Roulette,313,2736,1495,6480,684.0,9372,24,1.4462962962962962
1052,2020-10-07,ABC,Roulette,Roulette,205,847,900,6360,211.75,9012,24,1.4169811320754717
1053,2020-10-12,ABC,Roulette,Roulette,209,1480,732,1056,370.0,1134,12,1.0738636363636365
1054,2020-11-15,ABC,Roulette,Roulette,851,4728,1218,2068,1182.0,8244,22,3.986460348162476
1055,2020-10-11,ABC,Roulette,Roulette,851,4796,1197,1800,1199.0,-551,20,-0.3061111111111111
1056,2020-10-22,ABC,Roulette,Roulette,301,4136,540,1260,1034.0,1686,10,1.338095238095238
1057,2020-10-03,ABC,Roulette,Roulette,851,5736,1040,1728,1434.0,15371,18,8.89525462962963
1058,2020-11-02,ABC,Roulette,Roulette,313,2009,1632,1980,502.25,10279,22,5.191414141414142
1059,2020-11-14,ABC,Roulette,Roulette,812,5720,1206,1900,1430.0,-7980,19,-4.2
1060,2020-11-16,ABC,Roulette,Roulette,313,2414,893,1935,603.5,-3730,15,-1.9276485788113695
1061,2020-11-13,ABC,Roulette,Roulette,857,3888,1197,2109,972.0,1944,19,0.9217638691322901
1062,2020-11-08,ABC,Roulette,Roulette,301,4704,1155,2088,1176.0,-1900,18,-0.9099616858237548
1063,2020-10-04,ABC,Roulette,Roulette,851,3402,1100,1008,850.5,17256,21,17.11904761904762
1064,2020-10-17,ABC,Roulette,Roulette,857,4064,1102,1071,1016.0,-616,21,-0.5751633986928104
1065,2020-11-14,ABC,Roulette,Roulette,851,2352,1320,851,588.0,-12264,23,-14.411280846063455
1066,2020-11-13,ABC,Roulette,Roulette,301,3640,1265,2703,910.0,-6620,17,-2.44913059563448
1067,2020-10-19,ABC,Roulette,Roulette,301,1200,488,1148,300.0,-1642,7,-1.4303135888501741
1068,2020-10-30,ABC,Roulette,Roulette,655,4440,1357,5775,1110.0,13212,21,2.287792207792208
1069,2020-10-03,ABC,Roulette,Roulette,857,3984,1196,2052,996.0,-13080,19,-6.374269005847953
1070,2020-11-13,ABC,Roulette,Roulette,655,2550,1258,620,637.5,18164,20,29.296774193548387
1071,2020-10-18,ABC,Roulette,Roulette,812,4556,990,3116,1139.0,5733,19,1.8398587933247754
1072,2020-11-16,ABC,Roulette,Roulette,301,1086,741,5390,271.5,1362,22,0.25269016697588126
